config,cum_return,mean,sr,n_obs,skew,kurt,se,proxy_clv_tstat,proxy_clv_cov,true_clv_tstat,true_clv_cov
proxy_clv|none|policy_full_rerank|ttr72.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.0,121982.02267362898,5082.584278067874,0.9999831224427406,24,0.7191729905974619,2.200557106254564,1037.4956817226332,9.875157124416024,0.9989146492206579,2.1792867145991885,0.1270664375370577
proxy_clv|none|policy_full_rerank|ttr72.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.75,121882.27267362898,5078.428028067874,0.9990264773915117,24,0.7189696517772933,2.200821572800064,1037.6399462984305,9.875157124416024,0.9989146492206579,2.1792867145991885,0.1270664375370577
proxy_clv|none|policy_full_rerank|ttr24.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.0,121340.39635917949,5055.849848299145,0.9346554451746063,24,1.0137553406824138,2.8405646369684523,1104.1727023932956,9.265016711464089,0.998938779596536,1.2661357755533036,0.106061971266957
proxy_clv|none|policy_full_rerank|ttr24.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.75,121230.89635917949,5051.287348299145,0.9336657851374182,24,1.0133373671796988,2.840310205709395,1104.345611358861,9.265016711464089,0.998938779596536,1.2661357755533036,0.106061971266957
gu_koenker_npmle|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.0,120819.7148686382,5034.154786193259,0.974593884311871,24,0.9265622337239825,2.984487831845891,1054.3802492896675,9.043570521757774,0.9990683647400065,1.327585586706812,0.028083520620834055
gu_koenker_npmle|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.75,120701.2148686382,5029.217286193259,0.9734288485850205,24,0.9257881805289175,2.984837015479738,1054.6067966057306,9.043570521757774,0.9990683647400065,1.327585586706812,0.028083520620834055
proxy_clv|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.0,119546.06390566245,4981.085996069269,0.8866105533744923,24,1.0323260321501984,2.857519234815178,1146.794291365623,9.514616080885226,0.9989530243767532,1.5841539236760154,0.1180514400853384
t_stat_baseline|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.0,119487.84781925236,4978.660325802181,1.0023162223814623,24,1.0779262372090659,3.14496210709487,1013.9163277133202,9.101354739360547,0.998840600497227,1.4553652078688446,0.03355087014725569
proxy_clv|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.75,119448.56390566245,4977.023496069269,0.8857733638224542,24,1.0318758474330478,2.857298923964734,1146.9419926449873,9.514616080885226,0.9989530243767532,1.5841539236760154,0.1180514400853384
t_stat_baseline|none|policy_full_rerank|ttr48.0_pb0.3-0.7_act0_trl20_hl0.0|churn0.75,119367.09781925236,4973.629075802181,1.0011091188271675,24,1.0779978544555473,3.1449735132861427,1014.1130119643568,9.101354739360547,0.998840600497227,1.4553652078688446,0.03355087014725569
